# 1: X
# 2: Y
# 3: Inline
# 4: Crossline
# 5: Z
# - - - - - - - - - -
620986.88	6080882.36	376	914	648.61750602722168
621036.86	6080883.76	376	916	647.83948659896851
621086.84	6080885.16	376	918	647.966384887695313
620935.50	6080930.95	378	912	649.94543790817261
620985.48	6080932.34	378	914	648.667454719543457
621035.46	6080933.74	378	916	648.17714691162109
621085.44	6080935.14	378	918	648.39
621135.43	6080936.53	378	920	648.302674293518066
621185.41	6080937.93	378	922	648.855686187744141
621235.39	6080939.33	378	924	648.93871545791626
620884.13	6080979.53	380	910	650.438189506530762
620934.11	6080980.93	380	912	649.468898773193359
620984.09	6080982.32	380	914	648.91922473907471
621034.07	6080983.72	380	916	648.594260215759277
621084.05	6080985.12	380	918	648.4520435333252
621134.03	6080986.51	380	920	648.460149765014648
621184.01	6080987.91	380	922	648.575961589813232
620882.73	6081029.51	382	910	649.215042591094971
620932.71	6081030.91	382	912	648.645520210266113
620982.69	6081032.30	382	914	648.29123020172119
621032.67	6081033.70	382	916	648.059487342834473
621082.65	6081035.10	382	918	648.198723793029785
621132.63	6081036.49	382	920	648.26506376266479
620831.35	6081078.09	384	908	648.890852928161621
620881.33	6081079.49	384	910	648.691177368164063
620931.32	6081080.88	384	912	647.988259792327881
620981.30	6081082.28	384	914	647.865533828735352
621031.28	6081083.68	384	916	647.70364761352539
621081.26	6081085.08	384	918	647.812247276306152
621131.24	6081086.47	384	920	647.789955139160156
620730.00	6081125.28	386	904	650.880992412567139
620779.98	6081126.67	386	906	648.529052734375
620829.96	6081128.07	386	908	647.575080394744873
620879.94	6081129.47	386	910	647.70776033401489
620929.92	6081130.86	386	912	647.6057767868042
620979.90	6081132.26	386	914	647.482335567474365
621029.88	6081133.66	386	916	647.634029388427734
621079.86	6081135.05	386	918	647.682666778564453
621129.84	6081136.45	386	920	647.558689117431641
620678.62	6081173.86	388	902	651.075124740600586
620728.60	6081175.26	388	904	648.768782615661621
620778.58	6081176.65	388	906	647.917866706848145
620828.56	6081178.05	388	908	647.45950698852539
620878.54	6081179.45	388	910	647.113502025604248
620928.52	6081180.84	388	912	647.0111608505249
620978.50	6081182.24	388	914	647.211551666259766
621028.48	6081183.64	388	916	647.439002990722656
621078.46	6081185.03	388	918	647.409617900848389
621128.45	6081186.43	388	920	647.305727005004883
620727.20	6081225.24	390	904	649.106383323669434
620777.19	6081226.63	390	906	648.719310760498047
