# "X"	"Y"	"Inline"	"Crossline"	"Z"	"Amplitude"
# - - - - - - - - - -
1710440.32	5829159.60	1210	2039	516.031503677368164	1e30
1710442.44	5829171.91	1210	2040	515.73556661605835	1e30
1710444.57	5829184.23	1210	2041	515.381932258605957	1e30
1710446.69	5829196.54	1210	2042	515.047907829284668	1e30
1710448.81	5829208.86	1210	2043	515.125572681427	1e30
1710450.94	5829221.17	1210	2044	515.432298183441162	1e30
1710453.06	5829233.49	1210	2045	515.384137630462646	1e30
1710455.18	5829245.80	1210	2046	515.3469443321228	1e30
1710457.30	5829258.12	1210	2047	515.232324600219727	1e30
1710459.43	5829270.43	1210	2048	515.039682388305664	1e30
1710461.55	5829282.75	1210	2049	515.08629322052002	1e30
1710463.67	5829295.06	1210	2050	515.36440849304199	1e30
1710465.80	5829307.38	1210	2051	515.757322311401367	1e30
1710467.92	5829319.69	1210	2052	515.843033790588379	1e30
1710470.04	5829332.01	1210	2053	515.5523419380188	1e30
1710472.16	5829344.32	1210	2054	515.44332504272461	1e30
1710474.29	5829356.64	1210	2055	515.75189828872681	1e30
1710476.41	5829368.95	1210	2056	516.2891149520874	1e30
1710478.53	5829381.27	1210	2057	516.463398933410645	1e30
1710480.66	5829393.58	1210	2058	516.472160816192627	1e30
1710482.78	5829405.90	1210	2059	516.493916511535645	1e30
1710484.90	5829418.22	1210	2060	516.05832576751709	1e30
1710487.03	5829430.53	1210	2061	515.672624111175537	1e30
1710489.15	5829442.85	1210	2062	515.08021354675293	1e30
1710493.39	5829467.48	1210	2064	514.973819255828857	1e30
1710495.52	5829479.79	1210	2065	514.982819557189941	1e30
1710497.64	5829492.11	1210	2066	514.821052551269531	1e30
1710499.76	5829504.42	1210	2067	515.0071382522583	1e30
1710501.89	5829516.74	1210	2068	515.073955059051514	1e30
1710504.01	5829529.05	1210	2069	514.654159545898438	1e30
1710506.13	5829541.37	1210	2070	514.32490348815918	1e30
1710508.25	5829553.68	1210	2071	514.26839828491211	1e30
1710510.38	5829566.00	1210	2072	514.466464519500732	1e30
1710512.50	5829578.31	1210	2073	514.485061168670654	1e30
1710514.62	5829590.63	1210	2074	514.370441436767578	1e30
1710516.75	5829602.94	1210	2075	514.287710189819336	1e30
1710518.87	5829615.26	1210	2076	514.221787452697754	1e30
1710520.99	5829627.57	1210	2077	514.425039291381836	1e30
1710523.11	5829639.89	1210	2078	514.62864875793457	1e30
1710525.24	5829652.21	1210	2079	514.6712064743042	1e30
1710527.36	5829664.52	1210	2080	514.5530104637146	1e30
1710529.48	5829676.84	1210	2081	514.513194561004639	1e30
1710531.61	5829689.15	1210	2082	514.4612193107605	1e30
1710276.02	5828059.30	1211	1950	520.23017406463623	1e30
1710297.25	5828182.45	1211	1960	520.160436630249023	1e30
1710318.48	5828305.60	1211	1970	519.68991756439209	1e30
1710339.70	5828428.75	1211	1980	519.187688827514648	1e30
1710360.93	5828551.91	1211	1990	518.683016300201416	1e30
1710382.16	5828675.06	1211	2000	518.70584487915039	1e30
1710403.39	5828798.21	1211	2010	519.23239231109619	1e30
1710424.62	5828921.36	1211	2020	519.071221351623535	1e30
1710445.85	5829044.52	1211	2030	517.111718654632568	1e30
1710467.08	5829167.67	1211	2040	515.36703109741211	1e30
1710488.31	5829290.82	1211	2050	515.38181304931641	1e30
1710509.53	5829413.97	1211	2060	515.184760093688965	1e30
1710530.76	5829537.13	1211	2070	514.1913890838623	1e30
1710300.65	5828055.05	1212	1950	520.099818706512451	1e30
1710321.88	5828178.21	1212	1960	519.750654697418213	1e30
1710343.11	5828301.36	1212	1970	519.137978553771973	1e30
1710364.34	5828424.51	1212	1980	518.842399120330811	1e30
1710385.56	5828547.66	1212	1990	518.426239490509033	1e30
1710406.79	5828670.82	1212	2000	518.476784229278564	1e30
1710428.02	5828793.97	1212	2010	519.08409595489502	1e30
1710449.25	5828917.12	1212	2020	518.233895301818848	1e30
1710470.48	5829040.27	1212	2030	516.671180725097656	1e30
1710491.71	5829163.42	1212	2040	515.084981918334961	1e30
1710512.94	5829286.58	1212	2050	515.24055004119873	1e30
1710534.17	5829409.73	1212	2060	514.6973729133606	1e30
1710555.39	5829532.88	1212	2070	513.524830341339111	1e30
1710325.28	5828050.81	1213	1950	519.892096519470215	1e30
1710346.51	5828173.96	1213	1960	519.286751747131348	1e30
1710367.74	5828297.11	1213	1970	518.576979637146	1e30
1710388.97	5828420.27	1213	1980	517.867684364318848	1e30
1710410.20	5828543.42	1213	1990	518.1739330291748	1e30
1710431.43	5828666.57	1213	2000	518.04959774017334	1e30
1710452.65	5828789.72	1213	2010	518.644273281097412	1e30
1710473.88	5828912.88	1213	2020	517.52579212188721	1e30
1710495.11	5829036.03	1213	2030	516.116321086883545	1e30
1710516.34	5829159.18	1213	2040	514.455437660217285	1e30
1710537.57	5829282.33	1213	2050	514.95629549026489	1e30
1710558.80	5829405.49	1213	2060	514.195084571838379	1e30
1710580.03	5829528.64	1213	2070	513.270676136016846	1e30
1710349.91	5828046.57	1214	1950	519.5649266242981	1e30
1710371.14	5828169.72	1214	1960	518.778681755065918	1e30
1710392.37	5828292.87	1214	1970	517.254173755645752	1e30
1710413.60	5828416.02	1214	1980	517.007768154144287	1e30
1710434.83	5828539.18	1214	1990	517.561197280883789	1e30
1710456.06	5828662.33	1214	2000	517.48365163803101	1e30
1710477.29	5828785.48	1214	2010	517.359316349029541	1e30
1710498.51	5828908.63	1214	2020	515.664160251617432	1e30
1710519.74	5829031.79	1214	2030	514.927864074707031	1e30
1710540.97	5829154.94	1214	2040	513.939142227172852	1e30
1710562.20	5829278.09	1214	2050	514.619886875152588	1e30
1710583.43	5829401.24	1214	2060	513.037264347076416	1e30
1710604.66	5829524.40	1214	2070	512.679398059844971	1e30
1710374.55	5828042.32	1215	1950	518.882930278778076	1e30
1710395.77	5828165.48	1215	1960	518.088400363922119	1e30
1710417.00	5828288.63	1215	1970	516.685962677001953	1e30
1710438.23	5828411.78	1215	1980	517.103135585784912	1e30
1710459.46	5828534.93	1215	1990	517.717242240905762	1e30
1710480.69	5828658.09	1215	2000	517.060399055480957	1e30
1710501.92	5828781.24	1215	2010	516.411840915679932	1e30
1710523.15	5828904.39	1215	2020	514.5341157913208	1e30
1710544.37	5829027.54	1215	2030	513.905704021453857	1e30
1710565.60	5829150.70	1215	2040	513.812243938446045	1e30
1710586.83	5829273.85	1215	2050	513.611137866973877	1e30
1710608.06	5829397.00	1215	2060	512.8	1e30
1710629.29	5829520.15	1215	2070	511.93118095397949	1e30
1710399.18	5828038.08	1216	1950	518.424808979034424	1e30
1710420.41	5828161.23	1216	1960	517.824649810791016	1e30
1710441.63	5828284.39	1216	1970	517.19290018081665	1e30
1710462.86	5828407.54	1216	1980	516.5	1e30
1710484.09	5828530.69	1216	1990	518.153905868530273	1e30
1710505.32	5828653.84	1216	2000	517.794549465179443	1e30
1710526.55	5828777.00	1216	2010	516.630411148071289	1e30
1710547.78	5828900.15	1216	2020	514.376819133758545	1e30
1710569.01	5829023.30	1216	2030	513.826251029968262	1e30
1710590.24	5829146.45	1216	2040	513.616263866424561	1e30
1710611.46	5829269.61	1216	2050	513.6793851852417	1e30
1710632.69	5829392.76	1216	2060	512.859344482421875	1e30
1710653.92	5829515.91	1216	2070	511.62236928939819	1e30
1710423.81	5828033.84	1217	1950	517.30799674987793	1e30
1710445.04	5828156.99	1217	1960	516.958534717559814	1e30
1710466.27	5828280.14	1217	1970	516.813158988952637	1e30
1710487.49	5828403.30	1217	1980	516.114175319671631	1e30
1710508.72	5828526.45	1217	1990	518.045306205749512	1e30
1710529.95	5828649.60	1217	2000	517.030775547027588	1e30
1710551.18	5828772.75	1217	2010	516.507148742675781	1e30
1710572.41	5828895.91	1217	2020	514.549911022186279	1e30
1710593.64	5829019.06	1217	2030	514.3621563911438	1e30
1710614.87	5829142.21	1217	2040	512.876510620117188	1e30
1710636.10	5829265.36	1217	2050	513.661503791809082	1e30
1710657.32	5829388.52	1217	2060	512.87311315536499	1e30
1710678.55	5829511.67	1217	2070	511.690795421600342	1e30
1710448.44	5828029.60	1218	1950	516.525089740753174	1e30
1710469.67	5828152.75	1218	1960	515.420019626617432	1e30
1710490.90	5828275.90	1218	1970	515.847444534301758	1e30
1710512.13	5828399.05	1218	1980	515.910148620605469	1e30
1710533.36	5828522.21	1218	1990	516.9404149055481	1e30
1710554.58	5828645.36	1218	2000	515.9873366355896	1e30
1710575.81	5828768.51	1218	2010	515.63155651092529	1e30
1710597.04	5828891.66	1218	2020	514.260530471801758	1e30
1710618.27	5829014.82	1218	2030	513.948142528533936	1e30
1710639.50	5829137.97	1218	2040	512.1537446975708	1e30
1710660.73	5829261.12	1218	2050	513.13126087188721	1e30
1710681.96	5829384.27	1218	2060	512.376844882965088	1e30
1710703.19	5829507.43	1218	2070	511.022388935089111	1e30
1710473.07	5828025.35	1219	1950	516.093134880065918	1e30
1710494.30	5828148.51	1219	1960	514.638721942901611	1e30
1710515.53	5828271.66	1219	1970	515.287995338439941	1e30
1710536.76	5828394.81	1219	1980	515.340685844421387	1e30
1710557.99	5828517.96	1219	1990	515.97219705581665	1e30
1710579.22	5828641.12	1219	2000	515.16067981719971	1e30
1710600.44	5828764.27	1219	2010	514.320313930511475	1e30
1710621.67	5828887.42	1219	2020	513.917982578277588	1e30
1710642.90	5829010.57	1219	2030	512.971639633178711	1e30
1710664.13	5829133.73	1219	2040	512.125551700592041	1e30
1710685.36	5829256.88	1219	2050	512.54647970199585	1e30
1710706.59	5829380.03	1219	2060	511.9854211807251	1e30
1710727.82	5829503.18	1219	2070	510.939478874206543	1e30
1710497.70	5828021.11	1220	1950	515.847742557525635	1e30
1710501.95	5828045.74	1220	1952	515.7623291015625	1e30
1710504.07	5828058.06	1220	1953	515.83021879196167	1e30
1710506.20	5828070.37	1220	1954	515.932679176330566	1e30
1710508.32	5828082.69	1220	1955	515.706717967987061	1e30
1710510.44	5828095.00	1220	1956	515.205204486846924	1e30
1710512.56	5828107.32	1220	1957	515.054225921630859	1e30
1710518.93	5828144.26	1220	1960	514.8579478263855	1e30
1710521.06	5828156.58	1220	1961	514.763414859771729	1e30
1710523.18	5828168.89	1220	1962	514.88602161407471	1e30
1710525.30	5828181.21	1220	1963	515.347123146057129	1e30
1710531.67	5828218.16	1220	1966	515.131235122680664	1e30
1710533.79	5828230.47	1220	1967	514.613747596740723	1e30
1710535.92	5828242.79	1220	1968	514.767765998840332	1e30
1710538.04	5828255.10	1220	1969	515.1907205581665	1e30
1710540.16	5828267.42	1220	1970	515.099763870239258	1e30
1710542.28	5828279.73	1220	1971	514.4275426864624	1e30
1710544.41	5828292.05	1220	1972	514.174520969390869	1e30
1710546.53	5828304.36	1220	1973	514.791607856750488	1e30
1710548.65	5828316.68	1220	1974	515.489637851715088	1e30
1710550.78	5828328.99	1220	1975	515.415668487548828	1e30
1710552.90	5828341.31	1220	1976	514.938533306121826	1e30
1710555.02	5828353.62	1220	1977	514.517247676849365	1e30
1710557.14	5828365.94	1220	1978	514.56761360168457	1e30
1710559.27	5828378.25	1220	1979	514.657497406005859	1e30
1710561.39	5828390.57	1220	1980	514.560580253601074	1e30
1710563.51	5828402.88	1220	1981	514.818906784057617	1e30
1710565.64	5828415.20	1220	1982	514.8579478263855	1e30
1710567.76	5828427.51	1220	1983	514.61637020111084	1e30
1710569.88	5828439.83	1220	1984	514.759659767150879	1e30
1710572.00	5828452.14	1220	1985	514.86110687255859	1e30
1710574.13	5828464.46	1220	1986	514.665186405181885	1e30
1710576.25	5828476.78	1220	1987	514.552891254425049	1e30
1710578.37	5828489.09	1220	1988	514.606714248657227	1e30
1710580.50	5828501.41	1220	1989	514.908373355865479	1e30
1710582.62	5828513.72	1220	1990	515.189886093139648	1e30
1710584.74	5828526.04	1220	1991	515.281081199646	1e30
1710586.86	5828538.35	1220	1992	515.358686447143555	1e30
1710588.99	5828550.67	1220	1993	515.49077033996582	1e30
1710591.11	5828562.98	1220	1994	515.21784067153931	1e30
1710593.23	5828575.30	1220	1995	514.73343372344971	1e30
1710595.36	5828587.61	1220	1996	514.338970184326172	1e30
1710597.48	5828599.93	1220	1997	514.24860954284668	1e30
1710599.60	5828612.24	1220	1998	514.442384243011475	1e30
1710601.72	5828624.56	1220	1999	514.707624912261963	1e30
1710603.85	5828636.87	1220	2000	514.613866806030273	1e30
1710605.97	5828649.19	1220	2001	514.310121536254883	1e30
1710608.09	5828661.50	1220	2002	514.48744535446167	1e30
1710610.22	5828673.82	1220	2003	514.31131362915039	1e30
1710612.34	5828686.13	1220	2004	513.933241367340088	1e30
1710614.46	5828698.45	1220	2005	513.896763324737549	1e30
1710616.59	5828710.77	1220	2006	513.981342315673828	1e30
1710618.71	5828723.08	1220	2007	513.811945915222168	1e30
1710620.83	5828735.40	1220	2008	513.796091079711914	1e30
1710622.95	5828747.71	1220	2009	513.439655303955078	1e30
1710625.08	5828760.03	1220	2010	513.1528377532959	1e30
1710627.20	5828772.34	1220	2011	513.152897357940674	1e30
1710629.32	5828784.66	1220	2012	513.404428958892822	1e30
1710631.45	5828796.97	1220	2013	513.432145118713379	1e30
1710633.57	5828809.29	1220	2014	513.341784477233887	1e30
1710635.69	5828821.60	1220	2015	513.36526870727539	1e30
1710637.81	5828833.92	1220	2016	513.349294662475586	1e30
1710639.94	5828846.23	1220	2017	513.563990592956543	1e30
1710642.06	5828858.55	1220	2018	513.8930082321167	1e30
1710644.18	5828870.86	1220	2019	513.6493444442749	1e30
1710646.31	5828883.18	1220	2020	513.28432559967041	1e30
1710648.43	5828895.49	1220	2021	513.1828784942627	1e30
1710650.55	5828907.81	1220	2022	513.250291347503662	1e30
1710652.67	5828920.12	1220	2023	513.506770133972168	1e30
1710654.80	5828932.44	1220	2024	513.492941856384277	1e30
1710656.92	5828944.75	1220	2025	513.308227062225342	1e30
1710659.04	5828957.07	1220	2026	513.422846794128418	1e30
1710661.17	5828969.39	1220	2027	513.21101188659668	1e30
1710663.29	5828981.70	1220	2028	512.78227567672729	1e30
1710665.41	5828994.02	1220	2029	512.764930725097656	1e30
1710667.53	5829006.33	1220	2030	512.747466564178467	1e30
1710669.66	5829018.65	1220	2031	512.29	1e30
1710671.78	5829030.96	1220	2032	512.096047401428223	1e30
1710673.90	5829043.28	1220	2033	512.1343731880188	1e30
1710676.03	5829055.59	1220	2034	512.07429170608521	1e30
1710678.15	5829067.91	1220	2035	511.876523494720459	1e30
1710680.27	5829080.22	1220	2036	511.767864227294922	1e30
1710682.39	5829092.54	1220	2037	511.616110801696777	1e30
1710684.52	5829104.85	1220	2038	511.66534423828125	1e30
1710686.64	5829117.17	1220	2039	511.986494064331055	1e30
1710688.76	5829129.48	1220	2040	512.314498424530029	1e30
1710690.89	5829141.80	1220	2041	512.43668794631958	1e30
1710693.01	5829154.11	1220	2042	512.187063694	1e30
1710695.13	5829166.43	1220	2043	511.74634695053101	1e30
1710697.25	5829178.74	1220	2044	511.67219877243042	1e30
1710699.38	5829191.06	1220	2045	511.897444725036621	1e30
1710701.50	5829203.38	1220	2046	511.810660362243652	1e30
1710703.62	5829215.69	1220	2047	511.804580688476563	1e30
1710705.75	5829228.01	1220	2048	512.070059776306152	1e30
1710707.87	5829240.32	1220	2049	512.200355529785156	1e30
1710709.99	5829252.64	1220	2050	512.23146915435791	1e30
1710712.11	5829264.95	1220	2051	512.23379373550415	1e30
1710714.24	5829277.27	1220	2052	512.067914009094238	1e30
1710716.36	5829289.58	1220	2053	512.05348968505859	1e30
1710718.48	5829301.90	1220	2054	511.849462985992432	1e30
1710720.61	5829314.21	1220	2055	511.681020259857178	1e30
1710722.73	5829326.53	1220	2056	511.716663837432861	1e30
1710724.85	5829338.84	1220	2057	511.724472045898438	1e30
1710726.97	5829351.16	1220	2058	511.578798294067383	1e30
1710729.10	5829363.47	1220	2059	511.581599712371826	1e30
1710731.22	5829375.79	1220	2060	511.442065238952637	1e30
1710733.34	5829388.10	1220	2061	511.100113391876221	1e30
1710735.47	5829400.42	1220	2062	510.824739933013916	1e30
1710737.59	5829412.73	1220	2063	510.809659957885742	1e30
1710739.71	5829425.05	1220	2064	510.418236255645752	1e30
1710741.83	5829437.36	1220	2065	510.15019416809082	1e30
1710743.96	5829449.68	1220	2066	510.1199746131897	1e30
1710746.08	5829462.00	1220	2067	509.8845362663269	1e30
1710748.20	5829474.31	1220	2068	510.29485464096069	1e30
1710750.33	5829486.63	1220	2069	510.757148265838623	1e30
1710752.45	5829498.94	1220	2070	510.303616523742676	1e30
1710754.57	5829511.26	1220	2071	509.849607944488525	1e30
1710756.69	5829523.57	1220	2072	509.974837303161621	1e30
1710758.82	5829535.89	1220	2073	509.9906325340271	1e30
1710760.94	5829548.20	1220	2074	510.3716254234314	1e30
1710763.06	5829560.52	1220	2075	510.847389698028564	1e30
1710522.34	5828016.87	1221	1950	515.839934349060059	1e30
1710543.56	5828140.02	1221	1960	515.332937240600586	1e30
1710564.79	5828263.17	1221	1970	514.931380748748779	1e30
1710586.02	5828386.33	1221	1980	514.571487903594971	1e30
1710607.25	5828509.48	1221	1990	514.662802219390869	1e30
1710628.48	5828632.63	1221	2000	514.21874761581421	1e30
1710649.71	5828755.78	1221	2010	513.227343559265137	1e30
1710670.94	5828878.94	1221	2020	513.117611408233643	1e30
1710692.17	5829002.09	1221	2030	512.836575508117676	1e30
1710713.39	5829125.24	1221	2040	512.313723564147949	1e30
1710734.62	5829248.39	1221	2050	512.49927282333374	1e30
1710755.85	5829371.55	1221	2060	511.09236478805542	1e30
1710777.08	5829494.70	1221	2070	510.187268257141113	1e30
1710546.97	5828012.63	1222	1950	515.05124568939209	1e30
1710568.20	5828135.78	1222	1960	514.75989818572998	1e30
1710589.43	5828258.93	1222	1970	513.81576061248779	1e30
1710610.65	5828382.08	1222	1980	514.011263847351074	1e30
1710631.88	5828505.24	1222	1990	513.44591379165649	1e30
1710653.11	5828628.39	1222	2000	513.268649578094482	1e30
1710674.34	5828751.54	1222	2010	512.984812259674072	1e30
1710695.57	5828874.69	1222	2020	512.53056526184082	1e30
1710716.80	5828997.85	1222	2030	512.38560676574707	1e30
1710738.03	5829121.00	1222	2040	511.619329452514648	1e30
1710759.26	5829244.15	1222	2050	512.128233909606934	1e30
1710780.48	5829367.30	1222	2060	510.08915901184082	1e30
1710801.71	5829490.46	1222	2070	509.871840476989746	1e30
1710563.11	5827959.12	1223	1946	514.530539512634277	1e30
1710565.23	5827971.44	1223	1947	514.405369758605957	1e30
1710567.35	5827983.75	1223	1948	514.363229274749756	1e30
1710569.48	5827996.07	1223	1949	514.270186424255371	1e30
1710571.60	5828008.38	1223	1950	513.945877552032471	1e30
1710573.72	5828020.70	1223	1951	513.9886736869812	1e30
1710575.85	5828033.01	1223	1952	514.344632625579834	1e30
1710577.97	5828045.33	1223	1953	514.340043067932129	1e30
1710580.09	5828057.64	1223	1954	514	1e30
1710582.21	5828069.96	1223	1955	513.900637626647949	1e30
1710584.34	5828082.27	1223	1956	513.772904872894287	1e30
1710586.46	5828094.59	1223	1957	513.772189617156982	1e30
1710588.58	5828106.91	1223	1958	513.84049654006958	1e30
1710590.71	5828119.22	1223	1959	513.683915138244629	1e30
1710592.83	5828131.54	1223	1960	513.599574565887451	1e30
1710594.95	5828143.85	1223	1961	513.76098394393921	1e30
1710597.07	5828156.17	1223	1962	514.148592948913574	1e30
1710599.20	5828168.48	1223	1963	514.346063137054443	1e30
1710601.32	5828180.80	1223	1964	514.234304428100586	1e30
1710603.44	5828193.11	1223	1965	513.978183269500732	1e30
1710605.57	5828205.43	1223	1966	513.647377490997314	1e30
1710607.69	5828217.74	1223	1967	513.57400417327881	1e30
1710609.81	5828230.06	1223	1968	513.543367385864258	1e30
1710611.93	5828242.37	1223	1969	513.289332389831543	1e30
1710614.06	5828254.69	1223	1970	513.004481792449951	1e30
1710616.18	5828267.00	1223	1971	512.922585010528564	1e30
1710618.30	5828279.32	1223	1972	513.025403022766113	1e30
1710620.43	5828291.63	1223	1973	513.185560703277588	1e30
1710622.55	5828303.95	1223	1974	513.229966163635254	1e30
1710624.67	5828316.26	1223	1975	513.219833374023438	1e30
1710626.79	5828328.58	1223	1976	513.399600982666016	1e30
1710628.92	5828340.89	1223	1977	513.442397117614746	1e30
1710631.04	5828353.21	1223	1978	512.983143329620361	1e30
1710633.16	5828365.53	1223	1979	513.092637062072754	1e30
1710635.29	5828377.84	1223	1980	513.322651386260986	1e30
1710637.41	5828390.16	1223	1981	513.279318809509277	1e30
1710639.53	5828402.47	1223	1982	513.164401054382324	1e30
1710641.65	5828414.79	1223	1983	513.2794976234436	1e30
1710643.78	5828427.10	1223	1984	513.289153575897217	1e30
1710645.90	5828439.42	1223	1985	513.449132442474365	1e30
1710648.02	5828451.73	1223	1986	513.819575309753418	1e30
1710650.15	5828464.05	1223	1987	513.303697109222412	1e30
1710652.27	5828476.36	1223	1988	512.97479867935181	1e30
1710654.39	5828488.68	1223	1989	512.811481952667236	1e30
1710656.51	5828500.99	1223	1990	512.622356414794922	1e30
1710658.64	5828513.31	1223	1991	512.552142143249512	1e30
1710660.76	5828525.62	1223	1992	512.70604133605957	1e30
1710662.88	5828537.94	1223	1993	512.935519218444824	1e30
1710665.01	5828550.25	1223	1994	513.136744499206543	1e30
1710667.13	5828562.57	1223	1995	513.167202472686768	1e30
1710669.25	5828574.88	1223	1996	512.92151212692261	1e30
1710673.50	5828599.52	1223	1998	512.9583477973938	1e30
1710675.62	5828611.83	1223	1999	512.94553279876709	1e30
1710677.74	5828624.15	1223	2000	513.051271438598633	1e30
1710679.87	5828636.46	1223	2001	513.108551502227783	1e30
1710681.99	5828648.78	1223	2002	513.09323310852051	1e30
1710684.11	5828661.09	1223	2003	513.146638870239258	1e30
1710686.23	5828673.41	1223	2004	513.207733631134033	1e30
1710688.36	5828685.72	1223	2005	513.205885887146	1e30
1710690.48	5828698.04	1223	2006	513.253688812255859	1e30
1710692.60	5828710.35	1223	2007	513.261139392852783	1e30
1710694.73	5828722.67	1223	2008	512.878835201263428	1e30
1710696.85	5828734.98	1223	2009	512.537777423858643	1e30
1710698.97	5828747.30	1223	2010	512.368679046630859	1e30
1710701.09	5828759.61	1223	2011	512.26729154586792	1e30
1710703.22	5828771.93	1223	2012	512.15595006942749	1e30
1710705.34	5828784.24	1223	2013	512.420654296875	1e30
1710707.46	5828796.56	1223	2014	512.6338005065918	1e30
1710709.59	5828808.87	1223	2015	512.5269889831543	1e30
1710711.71	5828821.19	1223	2016	512.49790191650391	1e30
1710713.83	5828833.50	1223	2017	512.504518032073975	1e30
1710715.95	5828845.82	1223	2018	512.35693693161011	1e30
1710718.08	5828858.14	1223	2019	512.346863746643066	1e30
1710720.20	5828870.45	1223	2020	512.475550174713135	1e30
1710722.32	5828882.77	1223	2021	512.505948543548584	1e30
1710724.45	5828895.08	1223	2022	512.601912021636963	1e30
1710726.57	5828907.40	1223	2023	512.683331966400146	1e30
1710728.69	5828919.71	1223	2024	512.483894824981689	1e30
1710730.82	5828932.03	1223	2025	512.487530708312988	1e30
1710732.94	5828944.34	1223	2026	512.675821781158447	1e30
1710735.06	5828956.66	1223	2027	512.73578405380249	1e30
1710737.18	5828968.97	1223	2028	512.527644634246826	1e30
1710743.55	5829005.92	1223	2031	511.7572546005249	1e30
1710745.68	5829018.23	1223	2032	511.587202548980713	1e30
1710747.80	5829030.55	1223	2033	511.523127555847168	1e30
1710749.92	5829042.86	1223	2034	511.121690273284912	1e30
1710752.04	5829055.18	1223	2035	511.069357395172119	1e30
1710754.17	5829067.49	1223	2036	511.688888072967529	1e30
1710756.29	5829079.81	1223	2037	511.530518531799316	1e30
1710758.41	5829092.13	1223	2038	510.879933834075928	1e30
1710760.54	5829104.44	1223	2039	510.836601257324219	1e30
1710762.66	5829116.76	1223	2040	511.270403862	1e30
1710764.78	5829129.07	1223	2041	511.32434606552124	1e30
1710769.03	5829153.70	1223	2043	511.362135410308838	1e30
1710771.15	5829166.02	1223	2044	511.611580848693848	1e30
1710773.27	5829178.33	1223	2045	511.504292488098145	1e30
1710775.40	5829190.65	1223	2046	511.66146993637085	1e30
1710777.52	5829202.96	1223	2047	511.634886264801025	1e30
1710779.64	5829215.28	1223	2048	511.220335960388184	1e30
1710781.76	5829227.59	1223	2049	510.79171895980835	1e30
1710783.89	5829239.91	1223	2050	510.74874401092529	1e30
1710786.01	5829252.22	1223	2051	510.984480381011963	1e30
1710788.13	5829264.54	1223	2052	511.001706123352051	1e30
1710790.26	5829276.85	1223	2053	510.495901107788086	1e30
1710792.38	5829289.17	1223	2054	510.21498441696167	1e30
1710794.50	5829301.48	1223	2055	509.913504123687744	1e30
1710796.62	5829313.80	1223	2056	509.715139865875244	1e30
1710798.75	5829326.11	1223	2057	509.773910045623779	1e30
1710800.87	5829338.43	1223	2058	509.607791900634766	1e30
1710802.99	5829350.75	1223	2059	509.299516677856445	1e30
1710805.12	5829363.06	1223	2060	509.330570697784424	1e30
1710807.24	5829375.38	1223	2061	509.67174768447876	1e30
1710809.36	5829387.69	1223	2062	510.118424892425537	1e30
1710811.48	5829400.01	1223	2063	510.62244176864624	1e30
1710813.61	5829412.32	1223	2064	510.513186454772949	1e30
1710815.73	5829424.64	1223	2065	510.509848594665527	1e30
1710817.85	5829436.95	1223	2066	510.291039943695068	1e30
1710819.98	5829449.27	1223	2067	509.56583023071289	1e30
1710822.10	5829461.58	1223	2068	509.449601173400879	1e30
1710824.22	5829473.90	1223	2069	509.789884090423584	1e30
1710826.34	5829486.21	1223	2070	509.52601432800293	1e30
1710828.47	5829498.53	1223	2071	509.357690811157227	1e30
1710830.59	5829510.84	1223	2072	509.4146728515625	1e30
1710832.71	5829523.16	1223	2073	509.325385093688965	1e30
1710834.84	5829535.47	1223	2074	509.147405624389648	1e30
1710836.96	5829547.79	1223	2075	509.037435054779053	1e30
1710839.08	5829560.10	1223	2076	508.99738073349	1e30
1710841.20	5829572.42	1223	2077	509.100496768951416	1e30
1710843.33	5829584.74	1223	2078	508.885383605957031	1e30
1710845.45	5829597.05	1223	2079	508.607864379882813	1e30
1710847.57	5829609.37	1223	2080	508.618354797363281	1e30
1710849.70	5829621.68	1223	2081	508.951365947723389	1e30
1710851.82	5829634.00	1223	2082	509.278357028961182	1e30
1710853.94	5829646.31	1223	2083	509.313881397247314	1e30
1710856.06	5829658.63	1223	2084	509.22524929046631	1e30
1710858.19	5829670.94	1223	2085	509.306132793426514	1e30
1710860.31	5829683.26	1223	2086	509.243547916412354	1e30
1710862.43	5829695.57	1223	2087	508.7929368019104	1e30
1710864.56	5829707.89	1223	2088	508.655965328216553	1e30
1710596.23	5828004.14	1224	1950	513.320386409759521	1e30
1710617.46	5828127.29	1224	1960	512.4131441116333	1e30
1710638.69	5828250.45	1224	1970	512.580931186676025	1e30
1710659.92	5828373.60	1224	1980	512.734651565551758	1e30
1710681.15	5828496.75	1224	1990	512.273013591766357	1e30
1710702.37	5828619.90	1224	2000	512.470602989196777	1e30
1710723.60	5828743.06	1224	2010	511.929810047149658	1e30
1710744.83	5828866.21	1224	2020	512.161612510681152	1e30
1710766.06	5828989.36	1224	2030	511.23631	1e30
1710787.29	5829112.51	1224	2040	511.2837553024292	1e30
1710808.52	5829235.67	1224	2050	509.386777877807617	1e30
1710829.75	5829358.82	1224	2060	508.99893045425415	1e30
1710850.98	5829481.97	1224	2070	509.06229019165039	1e30
1710620.86	5827999.90	1225	1950	513.361752033233643	1e30
1710642.09	5828123.05	1225	1960	511.827468872070313	1e30
1710663.32	5828246.20	1225	1970	512.661933898925781	1e30
1710684.55	5828369.36	1225	1980	512.325763702392578	1e30
1710705.78	5828492.51	1225	1990	511.951208114624023	1e30
1710727.01	5828615.66	1225	2000	512.452483177185059	1e30
1710748.24	5828738.81	1225	2010	511.837124824523926	1e30
