620986.88	6080882.36	648.61750602722168
621036.86	6080883.76	647.83948659896851
621086.84	6080885.16	647.966384887695313
620935.50	6080930.95	649.94543790817261
620985.48	6080932.34	648.667454719543457
621035.46	6080933.74	648.17714691162109
621085.44	6080935.14	648.39
621135.43	6080936.53	648.302674293518066
621185.41	6080937.93	648.855686187744141
621235.39	6080939.33	648.93871545791626
620884.13	6080979.53	650.438189506530762
620934.11	6080980.93	649.468898773193359
620984.09	6080982.32	648.91922473907471
621034.07	6080983.72	648.594260215759277
621084.05	6080985.12	648.4520435333252
621134.03	6080986.51	648.460149765014648
621184.01	6080987.91	648.575961589813232
620882.73	6081029.51	649.215042591094971
620932.71	6081030.91	648.645520210266113
620982.69	6081032.30	648.29123020172119
621032.67	6081033.70	648.059487342834473
621082.65	6081035.10	648.198723793029785
621132.63	6081036.49	648.26506376266479
620831.35	6081078.09	648.890852928161621
620881.33	6081079.49	648.691177368164063
620931.32	6081080.88	647.988259792327881
620981.30	6081082.28	647.865533828735352
621031.28	6081083.68	647.70364761352539
621081.26	6081085.08	647.812247276306152
621131.24	6081086.47	647.789955139160156
620730.00	6081125.28	650.880992412567139
620779.98	6081126.67	648.529052734375
620829.96	6081128.07	647.575080394744873
620879.94	6081129.47	647.70776033401489
620929.92	6081130.86	647.6057767868042
620979.90	6081132.26	647.482335567474365
621029.88	6081133.66	647.634029388427734
621079.86	6081135.05	647.682666778564453
621129.84	6081136.45	647.558689117431641
620678.62	6081173.86	651.075124740600586
620728.60	6081175.26	648.768782615661621
620778.58	6081176.65	647.917866706848145
620828.56	6081178.05	647.45950698852539
620878.54	6081179.45	647.113502025604248
620928.52	6081180.84	647.0111608505249
620978.50	6081182.24	647.211551666259766
621028.48	6081183.64	647.439002990722656
621078.46	6081185.03	647.409617900848389
621128.45	6081186.43	647.305727005004883
620727.20	6081225.24	649.106383323669434
620777.19	6081226.63	648.719310760498047
620827.17	6081228.03	648.364782333374023
620877.15	6081229.43	647.415041923522949
620927.13	6081230.82	646.956801414489746
620977.11	6081232.22	647.185146808624268
620625.85	6081272.42	649.499177932739258
620675.83	6081273.82	648.824453353881836
620725.81	6081275.21	649.020075798034668
620775.79	6081276.61	648.98914098739624
620825.77	6081278.01	648.096024990081787
620875.75	6081279.41	647.639989852905273
620925.73	6081280.80	647.403955459594727
620975.71	6081282.20	647.469103336334229
620474.51	6081318.21	650.671958923339844
620524.49	6081319.61	650.001585483551025
620574.47	6081321.00	649.781584739685059
620624.45	6081322.40	649.094522
620674.43	6081323.80	649.149537086486816
620724.41	6081325.19	648.709952831268311
620774.39	6081326.59	648.2386589050293
620824.37	6081327.99	647.9601264
620874.35	6081329.38	647.63021469116211
620924.33	6081330.78	647.460818290710449
620373.15	6081365.40	651.585221290588379
620423.13	6081366.79	650.769233703613281
620473.11	6081368.19	650.128960609436035
620523.09	6081369.59	649.27041530609131
620573.08	6081370.98	649
620623.06	6081372.38	648.371219635009766
620673.04	6081373.78	648.250162601470947
620723.02	6081375.17	647.919714450836182
620773.00	6081376.57	647.69661426544189
620822.98	6081377.97	647.49068021774292
620872.96	6081379.36	647.563934326171875
620922.94	6081380.76	647.555351257324219
620371.76	6081415.37	651.943564414978027
620421.74	6081416.77	650.384604930877686
620471.72	6081418.17	649.98930692672729
620521.70	6081419.57	649.050116539001465
620571.68	6081420.96	648.812711238861084
620621.66	6081422.36	648.508250713348389
620671.64	6081423.76	647.848665714263916
620721.62	6081425.15	647.662758827209473
620771.60	6081426.55	647.419333457946777
620821.58	6081427.95	647.063374519348145
620871.56	6081429.34	647.2657322883606
620921.54	6081430.74	647.360026836395264
620370.36	6081465.35	650.137186050415039
620420.34	6081466.75	648.068010807037354
620470.32	6081468.15	648.304402828216553
620520.30	6081469.54	648.162782192230225
620570.28	6081470.94	647.941291332244873
620620.26	6081472.34	647.635877132415771
620670.24	6081473.74	647.061645984649658
620720.22	6081475.13	647.161662578582764
620770.21	6081476.53	646.988272666931152
620820.19	6081477.93	647.033870220184326
620870.17	6081479.32	647.321403026580811
620920.15	6081480.72	647.503435611724854
620318.98	6081513.94	648.309051990509033
620368.97	6081515.33	647.431731224060059
620418.95	6081516.73	647.154867649078369
620468.93	6081518.13	647.103309631347656
620518.91	6081519.52	647.913336753845215
620568.89	6081520.92	647.788047790527344
620618.87	6081522.32	647.557973861694336
620668.85	6081523.71	647.401690483093262
620718.83	6081525.11	647.233843803405762
620768.81	6081526.51	647.02296257019043
620818.79	6081527.90	647.333025932312012
620317.59	6081563.92	648.182332515716553
620367.57	6081565.31	647.760510444641113
620417.55	6081566.71	647.62997627258301
620467.53	6081568.11	647.849738597869873
620517.51	6081569.50	647.955894470214844
620567.49	6081570.90	647.89688587188721
620617.47	6081572.30	647.560060024261475
620667.45	6081573.69	647.45783805847168
620717.43	6081575.09	647.34542369842529
620767.41	6081576.49	647.259116172790527
620266.21	6081612.50	651.120305061340332
620316.19	6081613.89	648.973643779754639
620366.17	6081615.29	648.267984390258789
620416.15	6081616.69	648.084521293640137
620466.13	6081618.09	648.157298564910889
620516.11	6081619.48	648.165702819824219
620566.10	6081620.88	648.115396499633789
620616.08	6081622.28	647.958636283874512
620666.06	6081623.67	647.684574127197266
620716.04	6081625.07	647.840678691864014
620214.84	6081661.08	651.173591613769531
620264.82	6081662.48	650.652885437011719
620314.80	6081663.87	649.14405345916748
620364.78	6081665.27	648.609757423400879
620414.76	6081666.67	648.335695266723633
620464.74	6081668.06	648.352682590484619
620514.72	6081669.46	648.463606834411621
620564.70	6081670.86	648.361146450042725
620614.68	6081672.26	648.38153123855591
620664.66	6081673.65	648.300766944885254
620714.64	6081675.05	648.401141166687012
620764.62	6081676.45	648.563861846923828
620814.60	6081677.84	648.833096027374268
620864.58	6081679.24	649.37591552734375
620213.44	6081711.06	651.3
620263.42	6081712.46	650.3976583480835
620313.40	6081713.85	649.337232112884521
620363.38	6081715.25	649.200439453125
620413.36	6081716.65	648.725509643554688
620463.34	6081718.04	648.58478307724
620513.32	6081719.44	649.1011381149292
620563.30	6081720.84	648.959517478942871
620613.28	6081722.23	648.56201410293579
620663.26	6081723.63	648.87690544128418
620713.24	6081725.03	649.205565452575684
620763.23	6081726.43	649.172782897949219
620863.19	6081729.22	649.729728698730469
619712.24	6081747.07	662.568449974060059
619762.22	6081748.47	662.08416223526001
620162.06	6081759.64	652.382910251617432
620212.04	6081761.04	651.237547397613525
620262.02	6081762.44	650.229811668396
620312.00	6081763.83	649.404823780059814
620361.98	6081765.23	649.278402328491211
620411.97	6081766.63	648.990809917449951
620461.95	6081768.02	649.121522903442383
620511.93	6081769.42	649.386823177337646
620561.91	6081770.82	648.987889289855957
620611.89	6081772.21	649.220824241638184
620661.87	6081773.61	649.567067623138428
620711.85	6081775.01	649.917960166931152
620761.83	6081776.40	649.537444114685059
619660.86	6081795.65	662.058830261230469
619710.84	6081797.05	660.928010940551758
619760.82	6081798.45	660.597383975982666
619810.80	6081799.84	659.266054630279541
619860.78	6081801.24	658.563613891601563
619960.74	6081804.03	656.268596649169922
620010.73	6081805.43	654.477775096893311
620060.71	6081806.83	653.275787830352783
620110.69	6081808.22	652.5
620160.67	6081809.62	651.538491249084473
620210.65	6081811.02	650.609374046325684
620260.63	6081812.42	649.4903564453125
620310.61	6081813.81	649.20729398727417
620360.59	6081815.21	649.31941032409668
620410.57	6081816.61	648.958802223205566
620460.55	6081818.00	649.136126041412354
620510.53	6081819.40	649.574458599090576
620560.51	6081820.80	649.576067924499512
620610.49	6081822.19	649.925708770751953
620660.47	6081823.59	649.930715560913086
620710.45	6081824.99	649.837374687194824
620760.43	6081826.38	649.689018726348877
620810.41	6081827.78	649.406194686889648
619609.49	6081844.24	663.632035255432129
619659.47	6081845.63	662.204861640930176
619709.45	6081847.03	661.157667636871338
619759.43	6081848.43	660.10200977325439
619809.41	6081849.82	658.862054347991943
619859.39	6081851.22	658.353090286254883
619909.37	6081852.62	656.484723091125488
619959.35	6081854.01	655.455410480499268
620009.33	6081855.41	653.542578220367432
620059.31	6081856.81	652.687966823577881
620109.29	6081858.20	652.315497398376465
620159.27	6081859.60	651.856601238250732
620209.25	6081861.00	651.203393936157227
620259.23	6081862.39	650.604307651519775
620309.21	6081863.79	650.229513645172119
620359.19	6081865.19	649.710237979888916
620409.17	6081866.59	649.585366249084473
620459.15	6081867.98	649.913370609283447
620509.13	6081869.38	650.074481964111328
620559.11	6081870.78	650.157511234283447
620609.10	6081872.17	650.206685066223145
620659.08	6081873.57	650.083959102630615
620709.06	6081874.97	650.210559368133545
620759.04	6081876.36	649.972021579742432
620809.02	6081877.76	649.49953556060791
619058.30	6081878.85	681.670129299163818
619108.28	6081880.25	680.504083633422852
619508.13	6081891.42	668.31851005554199
619608.09	6081894.21	663.50638866424561
619658.07	6081895.61	661.353051662445068
619708.05	6081897.01	660.833179950714111
619758.03	6081898.41	659.910738468170166
619808.01	6081899.80	658.578336238861084
619857.99	6081901.20	657.634139060974121
619907.97	6081902.60	656.101226806640625
619957.95	6081903.99	655.069410800933838
620007.93	6081905.39	654.015243053436279
620057.91	6081906.79	653.288900852203369
620107.89	6081908.18	652.866065502166748
620157.87	6081909.58	652.1536111831665
620207.86	6081910.98	651.798605918884277
620257.84	6081912.37	651.650071144104
620307.82	6081913.77	651.511430740356445
620357.80	6081915.17	651.281654834747314
620407.78	6081916.56	651.304423809051514
620457.76	6081917.96	651.545584201812744
620507.74	6081919.36	651.68470144271851
620557.72	6081920.76	651.06576681137085
620607.70	6081922.15	650.715768337249756
620657.68	6081923.55	650.597870349884033
620707.66	6081924.95	650.296866893768311
620757.64	6081926.34	649.222433567047119
619006.93	6081927.43	683.670938014984131
619056.91	6081928.83	681.328237056732178
619106.89	6081930.23	679.774582386016846
619406.77	6081938.61	671.490788459777832
619456.75	6081940.00	670.4789400100708
619506.73	6081941.40	668.283164501190186
619556.71	6081942.80	665.113985538482666
619606.69	6081944.19	663.0282998085022
619656.67	6081945.59	661.658525466918945
619756.63	6081948.38	660.125374794006348
619806.62	6081949.78	659.197986125946045
619856.60	6081951.18	657.34940767288208
619906.58	6081952.58	656.627416610717773
619956.56	6081953.97	655.77578544616699
620006.54	6081955.37	654.500782489776611
620056.52	6081956.77	653.594374656677246
620106.50	6081958.16	652.9686450958252
620156.48	6081959.56	652.539491653442383
620206.46	6081960.96	652.39411592483521
620256.44	6081962.35	652.190268039703369
620306.42	6081963.75	651.787281036376953
620356.40	6081965.15	651.6602635383606
620406.38	6081966.54	651.78215503692627
620456.36	6081967.94	652.006447315216064
620506.34	6081969.34	651.95983648300171
620556.32	6081970.73	651.512801647186279
620606.30	6081972.13	651.102125644683838
620656.28	6081973.53	650.840461254119873
620706.26	6081974.93	650.6197452545166
620756.24	6081976.32	650.1128077507019
618955.55	6081976.01	684.064865112304688
619005.53	6081977.41	681.723296642303467
619105.49	6081980.20	678.506731987
619305.41	6081985.79	674.337029457092285
619355.39	6081987.19	671.90045118331909
619405.38	6081988.59	670.970797538757324
619455.36	6081989.98	669.259548187255859
619505.34	6081991.38	667.65511035919189
619555.32	6081992.78	665.201663970947266
619605.30	6081994.17	663.650870323181152
619705.26	6081996.97	661.631107330322266
619755.24	6081998.36	660.156428813934326
619805.22	6081999.76	659.087300300598145
619855.20	6082001.16	656.762063503265381
619905.18	6082002.55	656.686484813690186
619955.16	6082003.95	655.70574998855591
620005.14	6082005.35	654.416441917419434
620055.12	6082006.75	653.413712978363037
620105.10	6082008.14	652.97955274581909
620155.08	6082009.54	652.891159057617188
620205.06	6082010.94	652.723610401153564
620255.04	6082012.33	652.4125337600708
620305.02	6082013.73	652.174532413482666
620355.00	6082015.13	652.03762054443359
620404.99	6082016.52	652.066230773925781
620454.97	6082017.92	652.09841728210449
620504.95	6082019.32	651.988565921783447
620554.93	6082020.71	651.195824146270752
620604.91	6082022.11	651.044607162475586
620654.89	6082023.51	650.5894660949707
620704.87	6082024.90	650.864779949188232
618954.15	6082025.99	681.700527668
619004.14	6082027.39	678.853273391723633
619054.12	6082028.79	678.304195404052734
619104.10	6082030.18	676.55462026596069
619254.04	6082034.37	674.0762591362
619304.02	6082035.77	672.455906867980957
619354.00	6082037.17	670.870482921600342
619403.98	6082038.57	669.709563255310059
619453.96	6082039.96	668.268501758575439
619503.94	6082041.36	666.935920715332031
619553.92	6082042.76	664.462745189666748
619603.90	6082044.15	663.172602653503418
619653.88	6082045.55	662.597596645355225
619703.86	6082046.95	660.934805870056152
619753.84	6082048.34	659.504532814025879
619803.82	6082049.74	658.1384539604187
619853.80	6082051.14	656.67569637298584
619903.78	6082052.53	655.9520959854126
619953.76	6082053.93	654.918074607849121
620003.75	6082055.33	654.617607593536377
620053.73	6082056.72	653.776049613952637
620103.71	6082058.12	653.644919395446777
620153.69	6082059.52	653.884589672088623
620203.67	6082060.91	653.290212154388428
620253.65	6082062.31	652.824640274047852
620303.63	6082063.71	652.498185634613037
620353.61	6082065.11	652.220845222473145
620403.59	6082066.50	652.3321270942688
620453.57	6082067.90	652.00150012969971
620503.55	6082069.30	651.574611663818359
620553.53	6082070.69	651.174545288085938
620603.51	6082072.09	650.787293910980225
620653.49	6082073.49	650.97504854202271
620703.47	6082074.88	651.3703465461731
620753.45	6082076.28	651.4783501625061
618902.78	6082074.58	681.981801986694336
618952.76	6082075.97	679.996490478515625
619002.74	6082077.37	677.88600921630859
619052.72	6082078.77	677.139401435852051
619102.70	6082080.16	676.515638828277588
619152.68	6082081.56	676.142573356628418
619202.66	6082082.96	675.44263601303101
619252.64	6082084.35	673.32702875137329
619302.62	6082085.75	671.938896179199219
619352.60	6082087.15	670.298159122467041
619402.58	6082088.54	669.137418270111084
619452.56	6082089.94	667.7936315536499
619502.54	6082091.34	666.60952568054199
619552.52	6082092.74	664.079785346984863
619602.51	6082094.13	662.68461942672729
619652.49	6082095.53	660.9453558921814
619702.47	6082096.93	659.93028879165649
619752.45	6082098.32	658.982932567596436
619802.43	6082099.72	657.891273498535156
619852.41	6082101.12	657.014846801757813
619902.39	6082102.51	656.318247318267822
619952.37	6082103.91	655.522584915161133
620002.35	6082105.31	655.19946813583374
620052.33	6082106.70	654.940366744995117
620102.31	6082108.10	654.96557950973511
620152.29	6082109.50	654.678404331207275
620202.27	6082110.89	654.176473617553711
620252.25	6082112.29	653.284668922424316
620302.23	6082113.69	652.942895889282227
620352.21	6082115.08	652.450740337371826
620402.19	6082116.48	652.250468730926514
620452.17	6082117.88	652.22853422164917
620502.15	6082119.28	651.986658573150635
620552.13	6082120.67	651.846110820770264
620602.12	6082122.07	651.3829231262207
620652.10	6082123.47	652.0683765411377
620702.08	6082124.86	652.059018611907959
618851.40	6082123.16	682.883918285369873
618901.38	6082124.56	680.67085742950439
618951.36	6082125.95	678.468108177185059
619001.34	6082127.35	677.090644836425781
619051.32	6082128.75	677.573740482330322
619101.30	6082130.14	677.05988883972168
619151.28	6082131.54	676.055014133453369
619201.27	6082132.94	674.843132495880127
619251.25	6082134.33	672.579288482666016
619301.23	6082135.73	671.37390375137329
619351.21	6082137.13	669.62903738021851
619401.19	6082138.52	668.089807033538818
619451.17	6082139.92	666.913330554962158
619501.15	6082141.32	664.888203144073486
619551.13	6082142.71	663.350820541381836
619601.11	6082144.11	661.628782749176025
619651.09	6082145.51	660.302162170410156
619701.07	6082146.90	659.928679466247559
619751.05	6082148.30	659.418106079101563
619801.03	6082149.70	658.02156925201416
619851.01	6082151.10	657.18173980712891
619900.99	6082152.49	656.839966773986816
619950.97	6082153.89	656.313061714172363
620000.95	6082155.29	655.96240758895874
620050.93	6082156.68	655.829012393951416
620100.91	6082158.08	655.643880367279053
620150.89	6082159.48	655.208826065063477
620200.88	6082160.87	654.76310253143311
620250.86	6082162.27	654.179751873016357
620300.84	6082163.67	653.762876987457275
620350.82	6082165.06	652.9356837272644
620400.80	6082166.46	652.783632278442383
620450.78	6082167.86	652.806520462036133
620500.76	6082169.25	652.325749397277832
620550.74	6082170.65	652.901172637939453
620600.72	6082172.05	652.808845043182373
620650.70	6082173.45	652.800917625427246
618800.02	6082171.74	683.942198753356934
618850.01	6082173.14	681.005358695983887
