# "Inline"	"Crossline"	"Z"
# - - - - - - - - - -
"F3_Demo_2_FS6"	110	1042	865.397810935974121
"F3_Demo_2_FS6"	110	1044	865.243911743164063
"F3_Demo_2_FS6"	110	1046	865.083515644073486
"F3_Demo_2_FS6"	110	1048	864.957332611083984
"F3_Demo_2_FS6"	110	1050	864.874124526977539
"F3_Demo_2_FS6"	110	1052	864.863038063049316
"F3_Demo_2_FS6"	110	1054	864.880919456481934
"F3_Demo_2_FS6"	110	1056	864.868581295013428
"F3_Demo_2_FS6"	110	1058	864.834308624267578
"F3_Demo_2_FS6"	110	1060	864.854216575622559
"F3_Demo_2_FS6"	110	1062	864.926338195800781
"F3_Demo_2_FS6"	110	1064	865.018188953399658
"F3_Demo_2_FS6"	110	1066	865.086793899536133
"F3_Demo_2_FS6"	110	1068	865.138769149780273
"F3_Demo_2_FS6"	110	1070	865.087807178497314
"F3_Demo_2_FS6"	110	1072	864.783585071563721
"F3_Demo_2_FS6"	110	1074	864.343941211700439
"F3_Demo_2_FS6"	110	1076	863.851308822631836
"F3_Demo_2_FS6"	110	1078	863.231480121612549
"F3_Demo_2_FS6"	110	1080	862.586021423339844
"F3_Demo_2_FS6"	110	1082	862.002789974212646
"F3_Demo_2_FS6"	110	1084	861.517906188964844
"F3_Demo_2_FS6"	110	1086	861.132562160491943
"F3_Demo_2_FS6"	110	1088	860.799551010131836
"F3_Demo_2_FS6"	110	1090	860.535919666290283
"F3_Demo_2_FS6"	110	1092	860.201716423034668
"F3_Demo_2_FS6"	110	1094	859.75879430770874
"F3_Demo_2_FS6"	110	1096	859.228551387786865
"F3_Demo_2_FS6"	110	1098	858.609795570373535
"F3_Demo_2_FS6"	110	1100	858.029842376708984
"F3_Demo_2_FS6"	110	1102	857.54275321960449
"F3_Demo_2_FS6"	110	1104	857.152998447418213
"F3_Demo_2_FS6"	110	1106	856.8354249
"F3_Demo_2_FS6"	110	1108	856.560766696929932
"F3_Demo_2_FS6"	110	1110	856.365978717803955
"F3_Demo_2_FS6"	110	1112	856.358170509338379
"F3_Demo_2_FS6"	110	1114	856.5
"F3_Demo_2_FS6"	110	1116	856.663703918457031
"F3_Demo_2_FS6"	110	1118	856.822073459625244
"F3_Demo_2_FS6"	110	1120	857.053399085998535
"F3_Demo_2_FS6"	110	1122	857.369959354400635
"F3_Demo_2_FS6"	110	1124	857.709765434265137
"F3_Demo_2_FS6"	110	1126	858.008682727813721
"F3_Demo_2_FS6"	110	1128	858.289897441864014
"F3_Demo_2_FS6"	110	1130	858.356237411499023
"F3_Demo_2_FS6"	110	1132	857.917845249176025
"F3_Demo_2_FS6"	110	1134	857.2317361831665
"F3_Demo_2_FS6"	110	1136	856.48
"F3_Demo_2_FS6"	110	1138	855.562329292297363
"F3_Demo_2_FS6"	110	1140	854.615867137908936
"F3_Demo_2_FS6"	110	1142	853.7667989730835
"F3_Demo_2_FS6"	110	1144	853.050649166107178
"F3_Demo_2_FS6"	110	1146	852.457165718078613
"F3_Demo_2_FS6"	110	1148	851.934731006622314
"F3_Demo_2_FS6"	112	1038	865.928888320922852
"F3_Demo_2_FS6"	112	1040	865.533113479614258
"F3_Demo_2_FS6"	112	1042	865.352928638458252
"F3_Demo_2_FS6"	112	1044	865.163803100585938
"F3_Demo_2_FS6"	112	1046	864.961385726928711
"F3_Demo_2_FS6"	112	1048	864.784538745880127
"F3_Demo_2_FS6"	112	1050	864.669620990753174
"F3_Demo_2_FS6"	112	1052	864.713847637176514
"F3_Demo_2_FS6"	112	1054	864.75139856338501
"F3_Demo_2_FS6"	112	1056	864.718317985534668
"F3_Demo_2_FS6"	112	1058	864.65078592300415
"F3_Demo_2_FS6"	112	1060	864.631891250610352
"F3_Demo_2_FS6"	112	1062	864.648520946502686
"F3_Demo_2_FS6"	112	1064	864.660739898681641
"F3_Demo_2_FS6"	112	1066	864.694952964782715
"F3_Demo_2_FS6"	112	1068	864.744722843170166
"F3_Demo_2_FS6"	112	1070	864.69161510467529
"F3_Demo_2_FS6"	112	1072	864.374339580535889
"F3_Demo_2_FS6"	112	1074	863.915503025054932
"F3_Demo_2_FS6"	112	1076	863.452374935150146
"F3_Demo_2_FS6"	112	1078	862.930417060852051
"F3_Demo_2_FS6"	112	1080	862.325608730316162
"F3_Demo_2_FS6"	112	1082	861.7396354675293
"F3_Demo_2_FS6"	112	1084	861.232101917266846
"F3_Demo_2_FS6"	112	1086	860.802114009857178
"F3_Demo_2_FS6"	112	1088	860.426187515258789
