# 1: Inline
# 2: Crossline
# 3: Z
# 4: Amplitude
# 5: Correlation
# 6: Seed Index
# 7: Tracking Order
# - - - - - - - - - -
376	914	648.61750602722168	5395.6040039	0.8236881	1	845
376	916	647.83948659896851	5851.5185547	0.8490185	1	856
376	918	647.966384887695313	6026.2290039	0.8352186	1	861
378	912	649.94543790817261	4467.3413086	0.80647	1	831
378	914	648.667454719543457	5190.375	0.849094	1	839
378	916	648.17714691162109	5703.51416	0.8736969	1	849
378	918	648.39	5492.272949	0.8725046	1	853
378	920	648.302674293518066	5698.477539	0.8601349	1	860
378	922	648.855686187744141	5331.2324219	0.8095539	1	863
378	924	648.93871545791626	5779.5927734	0.806727	1	866
380	910	650.438189506530762	4362.9350586	0.8075922	1	813
380	912	649.468898773193359	5229.6269531	0.8070554	1	819
380	914	648.91922473907471	5540.9077148	0.8117217	1	822
380	916	648.594260215759277	5714.26123	0.8375716	1	837
380	918	648.4520435333252	5748.147461	0.8367864	1	848
380	920	648.460149765014648	5708.387207	0.8264725	1	855
380	922	648.575961589813232	5104.1464844	0.8012865	1	862
382	910	649.215042591094971	4470.4956055	0.819609	1	801
382	912	648.645520210266113	5792.5161133	0.8128956	1	812
382	914	648.29123020172119	5786.0185547	0.82856	1	816
382	916	648.059487342834473	5854.69873	0.8385333	1	829
382	918	648.198723793029785	5775.9619141	0.8380945	1	837
382	920	648.26506376266479	5488.809082	0.8090879	1	843
384	908	648.890852928161621	3927.4077148	0.83434	1	791
384	910	648.691177368164063	4766.1313477	0.8586137	1	795
384	912	647.988259792327881	6081.027832	0.8615324	1	800
384	914	647.865533828735352	6193.6567383	0.8666112	1	807
384	916	647.70364761352539	6057.706543	0.8589036	1	815
384	918	647.812247276306152	6069.5117188	0.8456243	1	827
384	920	647.789955139160156	5959.3989258	0.8208011	1	834
386	904	650.880992412567139	3917.2207031	0.81922	1	780
386	906	648.529052734375	3673.0947266	0.854891	1	781
386	908	647.575080394744873	4096.5556641	0.8629279	1	782
386	910	647.70776033401489	5663.2290039	0.8028688	3	765
386	912	647.6057767868042	6288.8671875	0.8543837	1	808
