# 1: Inline
# 2: Crossline
# 3: X
# 4: Y
# 5: Z
# - - - - - - - - - -
0	51	620986.88	6080882.36	648.6175060272217
0	52	621036.86	6080883.76	647.8394865989685
0	53	621086.84	6080885.16	647.9663848876953
1	50	620935.5	6080930.95	649.9454379081726
1	51	620985.48	6080932.34	648.6674547195435
1	52	621035.46	6080933.74	648.1771469116211
1	55	621185.41	6080937.93	648.8556861877441
1	56	621235.39	6080939.33	648.9387154579163
2	49	620884.13	6080979.53	650.4381895065308
2	50	620934.11	6080980.93	649.4688987731934
2	51	620984.09	6080982.32	648.9192247390747
2	52	621034.07	6080983.72	648.5942602157593
2	53	621084.05	6080985.12	648.4520435333252
2	54	621134.03	6080986.51	648.4601497650145
2	55	621184.01	6080987.91	648.5759615898132
3	49	620882.73	6081029.51	649.215042591095
3	50	620932.71	6081030.91	648.6455202102661
3	51	620982.69	6081032.3	648.2912302017212
3	52	621032.67	6081033.7	648.0594873428345
3	53	621082.65	6081035.1	648.1987237930298
3	54	621132.63	6081036.49	648.2650637626648
4	48	620831.35	6081078.09	648.8908529281616
4	49	620881.33	6081079.49	648.6911773681641
4	50	620931.32	6081080.88	647.9882597923279
4	51	620981.3	6081082.28	647.8655338287354
4	52	621031.28	6081083.68	647.7036476135254
4	53	621081.26	6081085.08	647.8122472763062
4	54	621131.24	6081086.47	647.7899551391602
5	46	620730.0	6081125.28	650.8809924125671
5	47	620779.98	6081126.67	648.529052734375
5	48	620829.96	6081128.07	647.5750803947449
5	49	620879.94	6081129.47	647.7077603340149
5	50	620929.92	6081130.86	647.6057767868042
5	51	620979.9	6081132.26	647.4823355674744
5	52	621029.88	6081133.66	647.6340293884277
5	53	621079.86	6081135.05	647.6826667785645
5	54	621129.84	6081136.45	647.5586891174316
6	45	620678.62	6081173.86	651.0751247406006
6	46	620728.6	6081175.26	648.7687826156616
6	47	620778.58	6081176.65	647.9178667068481
6	48	620828.56	6081178.05	647.4595069885254
6	49	620878.54	6081179.45	647.1135020256041
6	50	620928.52	6081180.84	647.0111608505249
6	51	620978.5	6081182.24	647.2115516662598
6	52	621028.48	6081183.64	647.4390029907227
6	53	621078.46	6081185.03	647.4096179008484
6	54	621128.45	6081186.43	647.3057270050049
7	46	620727.2	6081225.24	649.1063833236694
7	47	620777.19	6081226.63	648.719310760498
7	48	620827.17	6081228.03	648.364782333374
7	49	620877.15	6081229.43	647.4150419235228
7	50	620927.13	6081230.82	646.9568014144897
7	51	620977.11	6081232.22	647.1851468086243
8	44	620625.85	6081272.42	649.4991779327393
8	45	620675.83	6081273.82	648.8244533538817
8	46	620725.81	6081275.21	649.0200757980347
8	47	620775.79	6081276.61	648.9891409873961
8	48	620825.77	6081278.01	648.0960249900818
8	49	620875.75	6081279.41	647.6399898529053
8	50	620925.73	6081280.8	647.4039554595947
8	51	620975.71	6081282.2	647.4691033363342
9	41	620474.51	6081318.21	650.6719589233398
9	42	620524.49	6081319.61	650.001585483551
9	43	620574.47	6081321.0	649.7815847396851
9	44	620624.45	6081322.4	649.094522
9	45	620674.43	6081323.8	649.1495370864868
9	46	620724.41	6081325.19	648.7099528312683
9	47	620774.39	6081326.59	648.2386589050293
9	48	620824.37	6081327.99	647.9601264
9	49	620874.35	6081329.38	647.6302146911621
9	50	620924.33	6081330.78	647.4608182907104
10	39	620373.15	6081365.4	651.5852212905884
10	40	620423.13	6081366.79	650.7692337036133
10	41	620473.11	6081368.19	650.128960609436
10	42	620523.09	6081369.59	649.2704153060913
10	43	620573.08	6081370.98	649.0
10	44	620623.06	6081372.38	648.3712196350098
10	45	620673.04	6081373.78	648.2501626014708
10	46	620723.02	6081375.17	647.9197144508362
10	47	620773.0	6081376.57	647.6966142654419
10	48	620822.98	6081377.97	647.4906802177429
10	49	620872.96	6081379.36	647.5639343261719
10	50	620922.94	6081380.76	647.5553512573241
11	39	620371.76	6081415.37	651.943564414978
11	40	620421.74	6081416.77	650.3846049308777
11	41	620471.72	6081418.17	649.9893069267273
11	42	620521.7	6081419.57	649.0501165390015
11	43	620571.68	6081420.96	648.8127112388611
11	44	620621.66	6081422.36	648.5082507133484
11	45	620671.64	6081423.76	647.8486657142639
11	46	620721.62	6081425.15	647.6627588272095
11	47	620771.6	6081426.55	647.4193334579468
11	48	620821.58	6081427.95	647.0633745193481
11	49	620871.56	6081429.34	647.2657322883606
11	50	620921.54	6081430.74	647.3600268363953
12	39	620370.36	6081465.35	650.137186050415
12	40	620420.34	6081466.75	648.0680108070374
12	41	620470.32	6081468.15	648.3044028282166
12	42	620520.3	6081469.54	648.1627821922302
12	43	620570.28	6081470.94	647.9412913322449
12	44	620620.26	6081472.34	647.6358771324158
12	45	620670.24	6081473.74	647.0616459846497
12	46	620720.22	6081475.13	647.1616625785828
12	47	620770.21	6081476.53	646.9882726669312
12	48	620820.19	6081477.93	647.0338702201843
12	49	620870.17	6081479.32	647.3214030265808
12	50	620920.15	6081480.72	647.5034356117249
13	38	620318.98	6081513.94	648.3090519905089
13	39	620368.97	6081515.33	647.4317312240601
13	40	620418.95	6081516.73	647.1548676490784
13	41	620468.93	6081518.13	647.1033096313477
13	42	620518.91	6081519.52	647.9133367538452
13	43	620568.89	6081520.92	647.7880477905273
13	44	620618.87	6081522.32	647.5579738616943
13	45	620668.85	6081523.71	647.4016904830933
13	46	620718.83	6081525.11	647.2338438034058
13	47	620768.81	6081526.51	647.0229625701904
13	48	620818.79	6081527.9	647.333025932312
14	38	620317.59	6081563.92	648.1823325157166
14	39	620367.57	6081565.31	647.7605104446411
14	40	620417.55	6081566.71	647.629976272583
14	41	620467.53	6081568.11	647.8497385978699
14	42	620517.51	6081569.5	647.9558944702148
14	43	620567.49	6081570.9	647.8968858718872
14	44	620617.47	6081572.3	647.5600600242615
14	45	620667.45	6081573.69	647.4578380584717
14	46	620717.43	6081575.09	647.3454236984253
14	47	620767.41	6081576.49	647.2591161727905
15	37	620266.21	6081612.5	651.1203050613403
15	38	620316.19	6081613.89	648.9736437797545
